chr	start	end	strand	tpm	interquantileWidth	iq_10	iq_90
chr11	21368621	21368621	-	28.87083713	60	21368618	21368734
chr11	21864963	21864963	-	41.86775627	14	21864945	21864993
chr11	25858991	25858991	+	19.59784754	5	25858989	25858995
chr11	26529581	26529581	+	6.24717226	3	26529528	26529598
chr11	26763292	26763292	-	23.38977577	62	26763192	26763304
chr11	28151250	28151250	+	18.27806923	31	28151223	28151267
chr11	29094975	29094975	+	21.03240125	14	29094938	29094995
chr11	29491364	29491364	-	28.45436665	54	29491243	29491442
chr11	31013764	31013764	-	92.24149873	21	31013695	31013795
chr11	31605181	31605181	+	5.12652353	37	31605142	31605181
chr11	32015299	32015299	+	42.96267341	23	32015229	32015333
chr11	32451122	32451122	+	20.76344981	12	32451106	32451139
chr11	37070929	37070929	-	64.9330598	27	37070852	37071031
chr11	37935141	37935141	+	38.04328797	17	37935108	37935170
chr11	38885755	38885755	-	61.88166889	19	38885751	38885815
chr11	38934233	38934233	+	82.88809307	22	38934119	38934385
chr11	43722161	43722161	+	16.81441966	12	43722104	43722188
chr11	45258662	45258662	-	15.22190348	27	45258569	45258701
chr11	46144574	46144574	+	18.1484383	31	46144526	46144620
chr11	46345024	46345024	+	8.4374027	12	46345023	46345035
chr11	46484803	46484803	-	24.9433926	12	46484795	46484891
chr12	2787282	2787282	-	25.23460631	46	2787239	2787309
chr12	4312066	4312066	-	65.48139145	28	4312036	4312145
chr12	4638315	4638315	-	12.67585746	10	4638312	4638325
chr12	5176269	5176269	+	16.753268	2	5176267	5176272
chr12	5293127	5293127	-	84.74311296	15	5292866	5293286
chr12	6861335	6861335	-	75.9391209	58	6861314	6861427
chr12	7925129	7925129	-	97.67981014	52	7925013	7925236
chr12	10765212	10765212	-	31.83100111	28	10765151	10765262
chr12	10824198	10824198	+	10.10762515	46	10824136	10824209
chr12	11117973	11117973	-	14.39509757	10	11117972	11117982
chr12	12756210	12756210	+	63.9594277	24	12756127	12756263
chr12	14756391	14756391	-	72.76317374	39	14756316	14756416
chr12	18269088	18269088	+	11.52755049	21	18269043	18269106
chr12	19603932	19603932	-	11.00888107	17	19603912	19604021
chr12	19744098	19744098	+	67.29274726	30	19743988	19744138
chr12	25852418	25852418	+	8.32506084	44	25852414	25852458
chr12	26612194	26612194	+	153.29139432	4	26612191	26612196
chr12	28783853	28783853	-	82.81335109	30	28783634	28783963
chr12	28814198	28814198	+	23.05073008	39	28814089	28814216
chr12	35077268	35077268	-	16.31044759	14	35077239	35077340
chr12	38278151	38278151	-	15.03557004	6	38278148	38278156
chr12	43330080	43330080	-	5.42158416	4	43330042	43330089
chr12	49421941	49421941	-	107.04247905	61	49421888	49422034
chr12	49633426	49633426	+	128.03525797	1	49633420	49633488
chr12	50196427	50196427	-	18.7021638	23	50196408	50196446
chr12	50249499	50249499	+	40.08051916	24	50249456	50249512
chr12	50541860	50541860	+	8.44754915	4	50541856	50541860
chr13	78447	78447	-	76.15125935	32	78397	78481
chr13	545008	545008	+	13.25972288	7	544996	545018
chr13	697951	697951	-	6.46048954	1	697950	697951
chr13	1027427	1027427	+	163.02812458	46	1027339	1027475
chr13	1299609	1299609	-	37.6499051	36	1299534	1299653
chr13	3958203	3958203	-	36.52672917	27	3958178	3958372
chr13	4021553	4021553	-	70.36681343	55	4021488	4021584
chr13	4690266	4690266	+	6.27943634	52	4690215	4690299
chr13	6992415	6992415	-	132.95532448	35	6992371	6992511
chr13	10638517	10638517	+	11.00979197	59	10638482	10638622
chr13	12900002	12900002	-	58.70598243	42	12899901	12900015
chr13	13554744	13554744	+	14.02351574	3	13554727	13554750
chr13	13867147	13867147	+	24.76950386	40	13867116	13867198
chr13	15770562	15770562	+	17.12238608	32	15770507	15770715
chr13	18360473	18360473	+	57.16733736	14	18360378	18360521
chr13	18594801	18594801	+	7.84891728	15	18594791	18594806
chr13	21790599	21790599	-	75.30340497	33	21790559	21790656
chr13	21908686	21908686	+	50.36235222	23	21908643	21908755
chr13	22028426	22028426	+	56.65140148	9	22028351	22028466
chr13	22390258	22390258	+	7.27388463	25	22390231	22390284
chr13	22839249	22839249	-	15.49039961	55	22839248	22839345
chr13	23043590	23043590	-	5.37532035	27	23043563	23043590
chr13	24895357	24895357	+	9.75865939	10	24895319	24895370
chr13	28487478	28487478	-	25.17584684	17	28487424	28487520
chr13	30149050	30149050	+	20.47525617	34	30148998	30149140
chr13	30877464	30877464	-	7.63289414	51	30877410	30877529
chr13	31593786	31593786	-	148.2053363	25	31593726	31593833
chr13	33450985	33450985	-	54.50534695	44	33450895	33451064
chr13	33712364	33712364	+	8.30048577	3	33712341	33712394
chr13	33896171	33896171	-	20.31037991	3	33896169	33896175
chr13	33925010	33925010	-	14.20979026	8	33924968	33925052
chr13	36997530	36997530	+	103.01308926	27	36997441	36997599
chr13	37011565	37011565	-	9.2626462	2	37011564	37011567
chr13	45432805	45432805	-	13.41490387	55	45432750	45432805
chr13	51038345	51038345	-	22.79479738	63	51038295	51038421
chr13	51440718	51440718	-	5.27391423	8	51440650	51440752
chr13	53646115	53646115	+	13.59987608	4	53646081	53646115
chr14	161119	161119	-	17.89675165	18	161038	161141
chr14	1111670	1111670	+	42.97752289	62	1111593	1111722
chr14	7164905	7164905	-	26.99248607	52	7164893	7164956
chr14	9753448	9753448	-	5.47558949	35	9753317	9753496
chr14	12437207	12437207	+	30.21930533	30	12437133	12437349
chr14	22064993	22064993	-	42.63178196	15	22064966	22065015
chr14	22099600	22099600	-	18.39004363	21	22099596	22099680
chr14	22686886	22686886	+	201.34835131	14	22686783	22686961
chr14	22962988	22962988	-	9.40594463	4	22962984	22962988
chr14	23470638	23470638	+	6.0988721	12	23470620	23470730
chr14	25845639	25845639	+	11.07892588	19	25845638	25845658
chr14	26995251	26995251	-	37.3635925	56	26995244	26995306
chr14	26996469	26996469	+	25.18813175	20	26996399	26996500
chr14	29565311	29565311	+	54.2346773	41	29565283	29565459
chr14	31957746	31957746	-	187.05571215	50	31957469	31957784
chr14	32339147	32339147	-	20.81359229	52	32339084	32339174
chr14	36527379	36527379	+	102.6259345	43	36527302	36527500
chr14	40044386	40044386	+	7.59024388	1	40044385	40044386
chr14	42173965	42173965	+	38.18966723	21	42173920	42174052
chr14	47025982	47025982	+	36.49921202	52	47025853	47026002
chr14	47673619	47673619	+	34.69123143	24	47673577	47673631
chr14	49005837	49005837	-	32.69093634	15	49005826	49005925
chr14	51198999	51198999	-	26.39963299	14	51198984	51199016
chr14	51241778	51241778	+	10.83049245	41	51241709	51241988
chr14	51641660	51641660	+	65.25714532	24	51641625	51641717
chr14	52632244	52632244	+	19.71571315	35	52632131	52632340
chr14	53498157	53498157	-	115.98113501	15	53498037	53498194
chr14	53570858	53570858	-	18.34453899	10	53570845	53570858
chr15	1529437	1529437	-	27.08442265	26	1529188	1529469
chr15	1617667	1617667	-	105.39657731	34	1617528	1617723
chr15	1874545	1874545	-	14.49105702	26	1874539	1874621
chr15	2489630	2489630	+	10.49189645	29	2489619	2489651
chr15	2643914	2643914	-	29.3511101	35	2643851	2643943
chr15	4387188	4387188	-	44.76645336	10	4387170	4387192
chr15	6672415	6672415	+	17.98112415	34	6672395	6672463
chr15	6904498	6904498	-	13.68271214	30	6904428	6904549
chr15	9413475	9413475	-	50.51220891	25	9413446	9413529
chr15	10534536	10534536	+	87.38401446	50	10534460	10534579
chr15	14434795	14434795	+	10.6018473	37	14434781	14434821
chr15	15342648	15342648	-	45.22123805	23	15342593	15342768
chr15	15403098	15403098	-	40.27509172	30	15403029	15403221
chr15	16426003	16426003	+	55.53033163	23	16425917	16426084
chr15	16460852	16460852	+	10.35622787	24	16460837	16460895
chr15	18985847	18985847	-	14.62874855	14	18985829	18985849
chr15	20654230	20654230	-	119.15742864	35	20654160	20654272
chr15	22561593	22561593	+	26.23273831	47	22561565	22561631
chr15	22696256	22696256	-	28.99825566	21	22696204	22696289
chr15	25888648	25888648	-	14.21618259	23	25888632	25888655
chr15	26222705	26222705	-	12.99912849	13	26222645	26222764
chr15	27717721	27717721	+	33.58086592	7	27717658	27717721
chr15	27935928	27935928	-	9.34922185	48	27935900	27935986
chr15	28245785	28245785	-	14.90942634	48	28245734	28245890
chr15	34339264	34339264	+	54.38001749	13	34339159	34339429
chr15	36573840	36573840	-	15.33511139	3	36573808	36573959
chr15	39760886	39760886	-	23.63659797	38	39760743	39760922
chr15	42130924	42130924	-	23.89037777	36	42130885	42130972
chr15	42351776	42351776	-	10.82736311	30	42351746	42351796
chr15	42941316	42941316	+	37.55960437	36	42941254	42941429
chr15	43148724	43148724	-	12.76346389	22	43148659	43148749
chr15	44832357	44832357	+	7.86897185	1	44832355	44832358
chr15	46062924	46062924	-	11.23851739	22	46062898	46062981
chr15	46579999	46579999	+	79.62576407	18	46579882	46580100
chr16	3503585	3503585	+	13.53625159	24	3503558	3503636
chr16	4641625	4641625	+	46.53441359	10	4641621	4641637
chr16	5491123	5491123	-	47.18036907	28	5490959	5491151
chr16	5639831	5639831	+	7.43226612	18	5639797	5639861
chr16	5666381	5666381	-	18.05478604	45	5666370	5666417
chr16	6457886	6457886	+	9.39843133	10	6457873	6457886
chr16	11574408	11574408	-	6.62253262	18	11574390	11574408
chr16	12126396	12126396	-	65.32879691	6	12126350	12126452
chr16	13847446	13847446	-	13.39245493	55	13847350	13847467
chr16	13986212	13986212	-	12.92001564	42	13986116	13986288
chr16	14016178	14016178	-	45.32142786	23	14016113	14016236
chr16	15315697	15315697	-	17.62935766	22	15315681	15315796
chr16	24893432	24893432	-	5.57514997	9	24893385	24893453
chr16	26960849	26960849	+	13.90495003	48	26960833	26960904
chr16	26973150	26973150	+	5.59689523	37	26973145	26973221
chr16	27071343	27071343	-	22.88166926	48	27071263	27071477
chr16	27313339	27313339	+	9.59211412	29	27313263	27313342
chr16	27837147	27837147	-	13.9466618	11	27837086	27837193
chr16	27938799	27938799	-	205.31334776	39	27938750	27938873
chr16	28778923	28778923	-	11.17837801	25	28778836	28778943
chr16	29670788	29670788	+	5.40157261	19	29670769	29670796
chr16	30806645	30806645	+	54.91660301	14	30806509	30806655
chr16	31222897	31222897	+	16.9398557	39	31222868	31222940
chr16	31769430	31769430	+	82.99181278	4	31769363	31769458
chr16	31936753	31936753	+	31.53355345	43	31936669	31936818
chr16	32712968	32712968	-	5.94649174	19	32712916	32712968
chr16	35373566	35373566	-	5.65932277	29	35373552	35373581
chr16	35969721	35969721	+	12.42370357	14	35969707	35969721
chr16	36408572	36408572	+	12.61158547	50	36408481	36408693
chr16	36612311	36612311	-	37.4473434	30	36612197	36612382
chr16	37064956	37064956	+	88.65124981	6	37064946	37064991
chr16	38056751	38056751	+	51.75817772	26	38056711	38056760
chr16	38154036	38154036	-	7.51438995	41	38154035	38154127
chr16	38359300	38359300	-	8.03524124	22	38359289	38359311
chr16	40784250	40784250	+	122.24766149	31	40784201	40784289
chr16	43620042	43620042	+	19.4592926	20	43619988	43620075
chr16	44574324	44574324	-	204.18076705	8	44574304	44574423
chr16	45232393	45232393	-	110.9010091	24	45232283	45232505
chr16	45252636	45252636	+	17.6222765	19	45252622	45252665
chr16	45981696	45981696	-	34.5553534	31	45981633	45981747
chr16	46261219	46261219	-	40.602835	16	46261140	46261250
chr16	48757476	48757476	+	36.82519567	22	48757452	48757573
chr16	49474775	49474775	+	5.34372409	41	49474771	49474827
chr16	49732887	49732887	-	163.16907324	7	49732844	49732902
chr16	54748235	54748235	+	59.92910768	22	54748073	54748246
chr16	56855828	56855828	+	18.07054018	5	56855746	56855835
chr16	58360204	58360204	+	6.13745462	59	58360137	58360205
chr17	766504	766504	-	535.64227301	1	766495	766511
chr17	2468034	2468034	-	39.95650752	15	2467985	2468060
chr17	5166399	5166399	-	65.41314007	32	5166371	5166454
chr17	8599559	8599559	+	32.96929652	20	8599498	8599626
chr17	8771490	8771490	+	41.34164119	21	8771436	8771502
chr17	12113353	12113353	-	176.71612164	21	12113201	12113390
chr17	12627726	12627726	-	35.49279483	39	12627622	12627793
chr17	15054791	15054791	+	13.55298109	17	15054697	15054853
chr17	19311236	19311236	+	265.68310948	16	19311178	19311318
chr17	19365481	19365481	-	20.90020448	4	19365445	19365483
chr17	21029482	21029482	-	10.60928232	55	21029437	21029557
chr17	21030430	21030430	-	8.80679462	37	21030421	21030460
chr17	21717885	21717885	+	35.72057899	35	21717819	21717958
chr17	22590246	22590246	+	12.80519136	19	22590199	22590329
chr17	25431858	25431858	+	28.05408899	43	25431805	25431906
chr17	26446588	26446588	-	5.92579825	56	26446587	26446643
chr17	28729436	28729436	+	129.18583336	59	28729240	28729565
chr17	28767032	28767032	-	12.86006369	21	28767014	28767048
chr17	30903000	30903000	+	46.7781077	44	30902964	30903195
chr17	33925173	33925173	+	38.59519976	24	33925107	33925205
chr17	35519717	35519717	-	17.91575317	9	35519708	35519747
chr17	38463406	38463406	+	12.85916823	14	38463352	38463491
chr17	38609831	38609831	-	7.99879241	41	38609735	38609876
chr17	39352427	39352427	-	21.13679041	40	39352304	39352459
chr17	39865147	39865147	+	246.22026355	42	39865078	39865240
chr17	43057109	43057109	+	26.07279554	35	43057030	43057147
chr17	45901741	45901741	-	91.52737374	12	45901697	45901771
chr17	48410112	48410112	+	8.2590418	1	48410111	48410112
chr17	49495612	49495612	-	27.81954174	19	49495529	49495670
chr17	50007634	50007634	-	22.71331737	18	50007529	50007729
chr17	53432095	53432095	+	55.28193141	37	53432079	53432128
chr18	4486341	4486341	-	35.72573705	16	4486302	4486359
chr18	4929638	4929638	-	8.74643478	31	4929614	4929712
chr18	5212203	5212203	-	34.27344832	45	5212197	5212276
chr18	5622170	5622170	+	119.47213173	59	5622103	5622517
chr18	8061657	8061657	-	23.68414897	63	8061581	8061671
chr18	10374209	10374209	+	8.98958524	24	10374185	10374209
chr18	14263989	14263989	-	12.4085408	8	14263983	14263991
chr18	14692401	14692401	+	7.82877416	59	14692293	14692475
chr18	14915519	14915519	-	25.25107046	43	14915485	14915558
chr18	15616471	15616471	+	24.9883327	58	15616400	15616512
chr18	16596275	16596275	-	111.62514938	29	16596236	16596359
chr18	18884338	18884338	-	11.3430415	27	18884337	18884367
chr18	20313346	20313346	+	44.2319639	22	20313312	20313493
chr18	20347528	20347528	+	17.13792514	34	20347527	20347564
chr18	20602364	20602364	-	9.5428418	15	20602361	20602376
chr18	22067731	22067731	-	5.14135881	22	22067730	22067752
chr18	26843683	26843683	+	134.19703893	15	26843644	26843768
chr18	29848466	29848466	+	67.26168282	53	29848412	29848564
chr18	30452114	30452114	+	254.86051275	15	30452070	30452121
chr18	32416707	32416707	+	7.21367248	15	32416671	32416707
chr18	33752022	33752022	-	92.34583413	28	33751968	33752145
chr18	34971766	34971766	+	9.12022615	26	34971736	34971781
chr18	35004490	35004490	+	13.38355482	52	35004439	35004491
chr18	39210390	39210390	-	132.43103522	10	39210293	39210450
chr18	39529506	39529506	-	8.8090467	31	39529502	39529533
chr18	39573813	39573813	+	28.15230208	30	39573752	39573846
chr18	39715459	39715459	-	7.64405035	3	39715458	39715461
chr18	39868258	39868258	+	12.73681302	42	39868187	39868342
chr18	40166072	40166072	-	115.36060023	43	40165975	40166135
chr18	43040268	43040268	-	113.59760329	13	43040193	43040358
chr18	44091261	44091261	+	12.39426503	43	44091237	44091280
chr18	44371399	44371399	+	98.63776317	41	44371348	44371505
chr18	44570718	44570718	+	5.17473296	44	44570648	44570720
chr18	47336759	47336759	-	46.5772304	14	47336707	47336836
chr18	47362789	47362789	-	567.06090469	5	47362756	47362812
chr18	47804245	47804245	+	16.71830236	30	47804236	47804436
chr18	48076917	48076917	+	6.27233692	52	48076888	48076948
chr18	49618836	49618836	+	5.59276547	29	49618835	49618864
chr18	49680683	49680683	+	18.28973249	18	49680636	49680738
chr19	181716	181716	+	25.0399272	22	181669	181769
chr19	2459008	2459008	-	44.26880423	1	2459006	2459008
chr19	2969896	2969896	+	9.39824681	64	2969846	2969921
chr19	3108990	3108990	+	26.00152414	13	3108926	3109069
chr19	5480547	5480547	+	82.74339206	38	5480504	5480822
chr19	6926154	6926154	-	12.6638088	55	6926101	6926160
chr19	7777033	7777033	+	27.94052636	9	7777029	7777105
chr19	8249596	8249596	+	41.32979237	15	8249560	8249710
chr19	9235382	9235382	+	16.10536576	28	9235189	9235409
chr19	9549105	9549105	-	26.27889483	19	9549068	9549208
chr19	9654914	9654914	+	90.83973702	40	9654820	9654934
chr19	12600374	12600374	+	21.17807264	29	12600256	12600391
chr19	12972228	12972228	+	32.65934617	21	12972184	12972330
chr19	13766685	13766685	+	7.83235163	6	13766682	13766688
chr19	15287455	15287455	-	47.87033786	40	15287410	15287455
chr19	18437500	18437500	-	33.57995695	31	18437464	18437556
chr19	18607826	18607826	-	12.8770242	8	18607764	18607852
chr19	19241498	19241498	+	9.77190704	59	19241466	19241559
chr19	19646462	19646462	-	8.55804652	24	19646461	19646495
chr19	20117844	20117844	+	9.90473444	25	20117761	20117844
chr19	20929048	20929048	-	28.93872706	39	20928854	20929139
chr19	21190784	21190784	+	96.04426266	27	21190726	21190875
chr19	21260412	21260412	+	56.99361841	37	21260332	21260441
chr19	22558775	22558775	+	36.06395679	16	22558753	22558822
chr19	22963182	22963182	-	32.31611873	33	22963158	22963211
chr19	22973355	22973355	-	8.24548518	39	22973319	22973358
chr19	27255577	27255577	-	73.94857936	10	27255446	27255601
chr19	27825532	27825532	+	60.02536285	21	27825462	27825570
chr19	27877205	27877205	-	12.62021893	11	27877200	27877219
chr19	28616348	28616348	-	7.97169311	35	28616168	28616351
chr19	28769805	28769805	+	85.16142015	22	28769772	28769841
chr19	31059590	31059590	+	13.22896772	5	31059528	31059597
chr19	31668531	31668531	+	34.14149478	21	31668493	31668566
chr19	33146201	33146201	-	10.9339415	46	33146144	33146341
chr19	33149825	33149825	+	11.73777937	25	33149779	33149882
chr19	35066215	35066215	+	14.82942331	4	35066210	35066225
chr19	36291056	36291056	+	6.45745987	50	36291024	36291096
chr19	40986362	40986362	+	41.9537825	10	40986321	40986395
chr19	44867625	44867625	-	130.14748449	48	44867569	44867687
chr19	45301298	45301298	+	7.02788985	1	45301297	45301298
chr19	46866727	46866727	+	49.66529072	23	46866695	46866753
chr19	47866951	47866951	+	150.19416702	10	47866865	47866997
chr19	48406128	48406128	-	30.64363489	21	48406079	48406146
chr19	49312211	49312211	+	107.54947369	11	49312143	49312325
chr19	49553832	49553832	-	68.21036229	39	49553710	49553892
chr19	49976838	49976838	-	161.83109159	49	49976731	49976909
chr20	917659	917659	-	46.63554121	59	917610	917734
chr20	2448356	2448356	+	7.750357	25	2448324	2448373
chr20	2671540	2671540	+	14.32176586	13	2671455	2671602
chr20	3037406	3037406	-	40.81146608	19	3037385	3037439
chr20	3315166	3315166	-	48.11396255	47	3315062	3315206
chr20	3358581	3358581	-	345.20020061	34	3358246	3358622
chr20	3932206	3932206	+	7.13659283	23	3932174	3932275
chr20	4058197	4058197	+	60.88429093	17	4058134	4058251
chr20	4136576	4136576	+	5.30822941	1	4136575	4136576
chr20	4337782	4337782	+	141.16673985	40	4337658	4337845
chr20	7351541	7351541	-	7.5053099	4	7351509	7351541
chr20	9944198	9944198	+	116.93648015	27	9944110	9944247
chr20	14377767	14377767	-	27.17221473	25	14377753	14377822
chr20	15167503	15167503	-	13.15062468	24	15167474	15167529
chr20	16922363	16922363	+	13.02856637	1	16922316	16922363
chr20	17786019	17786019	+	175.49441773	31	17785914	17786053
chr20	18813231	18813231	+	9.18936457	64	18813200	18813264
chr20	21341110	21341110	+	11.70152271	44	21341079	21341190
chr20	22786167	22786167	+	27.24326447	24	22786134	22786275
chr20	23645404	23645404	+	5.23210355	32	23645327	23645428
chr20	25674757	25674757	-	13.94644773	42	25674645	25674798
chr20	26032125	26032125	+	300.8752356	43	26032005	26032272
chr20	26969431	26969431	+	51.66040563	17	26969268	26969681
chr20	28434070	28434070	-	14.83899411	10	28434037	28434149
chr20	28435219	28435219	+	25.03738717	30	28435181	28435275
chr20	29709692	29709692	-	38.40324895	52	29709587	29709739
chr20	30604917	30604917	+	31.72394702	15	30604849	30604956
chr20	32371620	32371620	-	36.99404192	10	32371580	32371683
chr20	33333343	33333343	+	289.00409956	26	33333314	33333394
chr20	33535977	33535977	-	79.08018412	24	33535919	33536065
chr20	34425305	34425305	+	10.01625457	4	34425304	34425331
chr20	34478175	34478175	-	25.13085257	42	34478157	34478213
chr20	35457829	35457829	+	66.16062896	26	35457789	35457918
chr20	35881998	35881998	+	51.53501304	59	35881966	35882101
chr20	37957865	37957865	-	13.7505625	28	37957737	37957890
chr20	37958929	37958929	-	14.88348082	24	37958877	37958969
chr20	38226439	38226439	+	40.74812285	40	38226343	38226506
chr20	39368823	39368823	-	24.33404732	31	39368717	39368853
chr20	42596807	42596807	+	25.57412361	23	42596731	42596858
chr20	42750658	42750658	-	8.98832971	5	42750657	42750668
chr20	45815293	45815293	+	5.91215015	29	45815292	45815321
chr20	48196282	48196282	-	8.29853804	30	48196153	48196340
chr20	50204816	50204816	-	15.84442269	63	50204750	50204878
chr20	50326828	50326828	-	37.63665332	38	50326730	50326880
chr20	51513070	51513070	-	7.41920831	1	51513069	51513072
chr20	52870588	52870588	+	9.86494502	34	52870547	52870698
chr20	52926091	52926091	+	5.03499929	23	52926068	52926091
chr20	54158664	54158664	+	7.59745058	3	54158663	54158666
chr20	54673055	54673055	+	23.07112988	21	54672939	54673158
chr21	2702482	2702482	+	6.08664383	25	2702444	2702541
chr21	4026886	4026886	+	25.61326976	40	4026825	4026990
chr21	5305788	5305788	-	47.14385631	26	5305704	5305801
chr21	5320085	5320085	+	124.63735061	5	5320075	5320086
chr21	5368808	5368808	+	7.4749272	51	5368757	5368808
chr21	5880831	5880831	-	18.18929542	63	5880822	5880891
chr21	7484933	7484933	+	74.81613797	15	7484858	7485038
chr21	8013102	8013102	-	27.01588882	31	8013075	8013152
chr21	10078501	10078501	-	64.34782528	38	10078430	10078648
chr21	10386988	10386988	-	21.29224354	64	10386940	10387039
chr21	10394196	10394196	-	562.3022605	12	10394162	10394281
chr21	10460301	10460301	+	9.1682929	22	10460247	10460408
chr21	11372969	11372969	+	5.07458479	1	11372968	11372969
chr21	13034412	13034412	-	29.15747413	46	13034286	13034474
chr21	16114738	16114738	-	28.16721753	22	16114710	16114769
chr21	17821755	17821755	-	87.84585411	6	17821739	17821758
chr21	19169920	19169920	-	16.81247276	1	19169917	19169922
chr21	19598992	19598992	+	29.55113768	31	19598954	19598999
chr21	21960301	21960301	+	63.74504272	25	21960286	21960325
chr21	23954911	23954911	-	29.0549248	47	23954862	23954960
chr21	24694121	24694121	-	20.60527005	41	24694060	24694145
chr21	25465260	25465260	-	18.88816303	28	25465239	25465289
chr21	26071354	26071354	-	109.63517547	23	26071269	26071420
chr21	26120193	26120193	+	37.7477426	5	26120136	26120196
chr21	26807634	26807634	-	19.23377396	47	26807585	26807729
chr21	27896746	27896746	+	43.20611686	15	27896702	27896757
chr21	28314615	28314615	-	24.32006634	41	28314560	28314620
chr21	28751632	28751632	+	19.2738483	23	28751564	28751650
chr21	28904259	28904259	-	25.37116966	20	28904220	28904349
chr21	29539260	29539260	-	5.07458479	1	29539259	29539313
chr21	31548862	31548862	-	208.16468412	24	31548821	31548999
chr21	33780750	33780750	+	53.31305767	5	33780692	33780808
chr21	34293174	34293174	+	54.54348479	40	34293114	34293264
chr21	36520167	36520167	-	73.53422108	25	36520109	36520209
chr21	37915861	37915861	-	23.57858053	43	37915833	37915876
chr21	39236986	39236986	+	14.13530968	4	39236983	39236991
chr21	41420849	41420849	-	42.66204069	27	41420831	41420884
chr21	41891147	41891147	-	8.36616176	25	41891104	41891172
chr21	41891305	41891305	+	27.29787525	17	41891225	41891339
chr21	41933232	41933232	-	32.32034257	41	41933141	41933263
chr21	44221280	44221280	-	6.05606195	12	44221279	44221316
chr22	49374	49374	-	94.99829571	18	49337	49429
chr22	53128	53128	-	17.6061538	31	53064	53162
chr22	123818	123818	+	12.66452906	34	123775	123818
chr22	380297	380297	+	45.58143074	31	380266	380417
chr22	6938311	6938311	-	12.3014273	50	6938268	6938344
chr22	6953766	6953766	-	43.53164117	29	6953721	6953768
chr22	11630605	11630605	+	22.21836318	40	11630574	11630694
chr22	11771870	11771870	-	16.31969324	10	11771839	11771920
chr22	12833130	12833130	-	7.97603606	23	12833027	12833130
chr22	16044413	16044413	+	6.52957968	5	16044412	16044418
chr22	16508266	16508266	+	42.45171258	21	16508205	16508306
chr22	16716534	16716534	-	25.83861112	56	16716371	16716592
chr22	16759806	16759806	+	18.21384934	1	16759803	16759807
chr22	17414739	17414739	+	18.61888513	16	17414738	17414815
chr22	17733509	17733509	+	8.29069744	16	17733503	17733638
chr22	20487712	20487712	+	24.99255307	25	20487678	20487724
chr22	21270793	21270793	-	50.02502355	27	21270680	21270859
chr22	22623662	22623662	+	22.8459921	10	22623655	22623704
chr22	25559432	25559432	+	39.77585491	39	25559333	25559468
chr22	27732010	27732010	-	59.08392816	20	27731947	27732050
chr22	35041586	35041586	+	50.77293372	12	35041515	35041672
chr22	35377770	35377770	-	30.71460812	30	35377755	35377815
chr22	37284754	37284754	+	5.39208273	19	37284748	37284767
chr22	38090527	38090527	+	42.23237587	31	38090428	38090635
chr22	39405725	39405725	-	10.182411	7	39405581	39405823
chr22	39414469	39414469	-	173.16731616	31	39414285	39414514
chr22	39634852	39634852	-	17.17986078	5	39634845	39634855
chr22	40335720	40335720	-	383.58520622	43	40335607	40335784
chr22	40551079	40551079	-	111.12119051	13	40551063	40551175
chr22	40819408	40819408	-	28.57998834	32	40819279	40819466
chr22	41960235	41960235	+	20.06078305	39	41960212	41960315
chr22	41980312	41980312	+	6.43882897	10	41980299	41980363
chr23	2435314	2435314	+	239.5428839	18	2435069	2435376
chr23	3772124	3772124	-	26.31591957	48	3772045	3772170
chr23	4325444	4325444	+	7.72276163	23	4325354	4325476
chr23	4534300	4534300	+	63.89288941	31	4534254	4534381
chr23	5546678	5546678	+	102.15820198	53	5546569	5546740
chr23	7094427	7094427	-	8.84171553	10	7094278	7094462
chr23	9615469	9615469	+	19.46949871	50	9615422	9615514
chr23	9875635	9875635	-	57.98957603	38	9875585	9875673
chr23	10360503	10360503	-	241.91593999	5	10360474	10360561
chr23	12468123	12468123	+	11.19281578	27	12468083	12468150
chr23	15441209	15441209	-	17.29363086	4	15441207	15441213
chr23	16318526	16318526	+	5.07458479	1	16318525	16318526
chr23	17273722	17273722	+	26.74429031	40	17273648	17273777
chr23	20712915	20712915	+	7.59709305	23	20712893	20712919
chr23	21125357	21125357	+	11.74578081	3	21125356	21125359
chr23	24886379	24886379	+	65.3450486	40	24886316	24886410
chr23	24899064	24899064	+	17.63245139	54	24898974	24899167
chr23	25242507	25242507	-	11.64524967	19	25242393	25242518
chr23	25996111	25996111	+	9.3974573	24	25996106	25996169
chr23	26143981	26143981	+	6.38265546	33	26143876	26144009
chr23	27944352	27944352	+	16.27376046	44	27944303	27944523
chr23	28589931	28589931	-	47.4600613	4	28589922	28589933
chr23	28620291	28620291	+	150.50288874	40	28620209	28620337
chr23	29308199	29308199	-	7.9357735	28	29308171	29308199
chr23	29994633	29994633	-	105.10340787	50	29994531	29994706
chr23	30946431	30946431	+	97.22219683	33	30946355	30946469
chr23	31199079	31199079	-	9.00738199	4	31199042	31199080
chr23	31483982	31483982	+	13.07930618	28	31483956	31484002
chr23	32151976	32151976	+	9.80958225	9	32151929	32152018
chr23	32260397	32260397	+	44.37400961	45	32260355	32260547
chr23	35556329	35556329	+	18.35199683	11	35556297	35556354
chr23	35745669	35745669	-	452.30460034	47	35745636	35745744
chr23	36229564	36229564	+	16.54363856	34	36229446	36229577
chr23	36392083	36392083	+	39.67455221	36	36392053	36392108
chr23	36518525	36518525	+	55.00304803	47	36518503	36518554
